Gene	X10.1.c	X19.1.c	X10.2.d	X10.3.c	X11.1.a	X11.2.d	X11.3.b	X1.1.d	X12.1.d	X12.2.b	X13.1.a	X13.2.c	X13.3.b	X13.4.a	X13.5.c	X1.3.d	X14.1.b	X14.2.c	X14.3.d	X14.4.a	X14.5.b	X14.6.d	X14.7.c	X1.4.d	X15.2.d	X15.3.b	X15.4.d	X15.5.b	X15.6.c	X1.5.c	X16.1.d	X17.1.a	X17.2.d	X17.4.a	X17.5.b	X18.1.d	X18.2.d	X18.3.d	X18.4.c	X18.6.d	X19.2.c	X19.3.c	X19.4.b	X19.5.b	X20.1.d	X20.2.d	X20.3.c	X20.4.c	X21.1.d	X21.2.d	X21.3.d	X21.4.d	X21.5.c	X22.2.d	X22.3.b	X22.4.d	X22.5.d	X2.2.d	X23.3.d	X23.5.d	X2.3.d	X25.1.d	X2.4.a	X24.1.d	X25.3.d	X25.4.d	X2.5.d	X26.1.d	X26.2.d	X2.6.d	X3.1.d	X3.3.d	X3.4.d	X3.5.d	X4.1.c	X4.3.d	X4.4.d	X5.1.d	X5.2.d	X5.3.d	X5.4.d	X5.5.d	X6.1.d	X6.2.b	X6.3.c	X6.4.d	X6.5.d	X6.6.d	X6.7.d	X7.1.d	X7.2.c	X7.3.d	X7.4.c	X7.5.d	X7.6.c	X7.7.c	X7.8.d	X8.1.a	X8.2.d	X8.3.a	X8.4.c	X8.5.b	X8.6.c	X8.7.b	X9.1.d	X9.2.d	X9.3.d	X9.4.d	X9.5.d	X9.6.d	X9.7.d
YDR361C	0.18208	-0.11783	0.36163	-0.53676	-0.07365	-0.12673	0.2825	-0.43099	0.54093	-0.26012	-0.36169	0.1562	0.59221	-0.15262	-0.25692	-0.06416	0.16911	0.15997	-0.29573	-0.13533	-0.21112	1.30026	0.11341	0.14345	-0.10541	-0.32489	0.17767	0.12385	-0.79946	-0.01523	0.26101	0.22146	-0.1571	0.27119	-0.14023	0.06385	0.27832	0.16344	0.05031	-0.40544	-0.1126	-0.5494	0.35718	0.02801	-0.2853	0.58064	-0.00109	-0.01413	0.02911	-0.25341	0.17365	-0.00144	-0.30332	-0.17928	0.09415	-0.05309	-0.17914	-0.53086	-0.80638	-0.11384	-0.09783	0.0241	-0.53706	0.22867	0.06434	0.13913	0.14048	0.05842	0.17976	0.15776	-0.37846	0.11426	0.13797	0.26923	0.40563	0.40315	-0.00096	0.23455	0.0601	-0.29901	0.09465	0.3612	-0.04751	0.06536	0.34293	-0.27357	-0.3576	0.1181	0.21222	0.17678	-0.23466	0.02278	-0.16009	-0.14837	0.29742	-0.35279	0.40129	-0.53313	0.10648	-0.497	-0.36147	-0.46871	0.04926	-0.32661	-0.31018	-0.72727	-0.46047	-0.64877	-0.0069	-0.08516	-0.85379
YHR216W	0.1616	0.2262	0.23171	-0.50551	0.08848	-0.17309	0.07326	-0.2919	-0.13279	-0.08677	0.44424	-0.28069	0.50658	-0.40114	-0.08785	-0.49779	-0.07827	0.33817	-0.33276	-0.4544	-0.20675	0.05846	0.13596	0.09342	0.44595	-0.61369	-0.26102	0.29138	-1.09652	0.32801	0.20885	-0.3344	0.22735	0.13221	0.10763	0.06121	0.36285	0.64299	0.19006	-0.28188	0.00444	-0.4315	0.32424	-0.02957	-0.45694	0.0845	0.22693	-0.11226	0.6027	-0.1824	-0.02784	-0.27004	-0.57992	-0.51972	-0.37611	0.26172	0.03124	-0.29898	-0.85976	-0.07687	-0.18442	-1.0783	-0.29995	-0.03649	0.07455	-0.22644	0.20016	-0.49137	0.00453	0.11911	0.11682	0.35428	0.04757	0.19392	0.43411	0.04484	-0.38927	-0.06948	-0.51496	-0.02604	-0.38417	0.4753	0.13003	0.02642	-0.12081	-0.38742	-0.02398	-0.29773	0.43183	0.20643	-0.02311	-0.17071	-0.1811	-0.3707	0.23582	-0.12888	0.69013	0.51952	0.31409	0.25341	0.03055	0.00979	-0.23984	0.61768	-0.30455	-0.78502	-0.13576	-0.47242	0.49679	0.05559	-0.51837
YNR046W	0.18213	0.30632	0.33468	-0.32736	0.35882	-0.01784	0.21195	-0.04096	0.14865	-0.00416	-0.14385	0.25983	0.26912	-0.07019	-0.15347	0.35511	0.26582	0.40343	-0.14667	-0.17494	0.40479	0.1545	0.18504	0.34485	0.24498	0.24117	0.41319	0.26867	-0.33651	0.49187	0.03606	-0.23406	-0.37639	0.5223	0.26984	0.27477	0.65525	-0.12637	0.33191	-0.29245	0.27276	0.12955	0.52448	0.19586	0.15584	0.83999	0.1804	0.15309	-0.31874	-0.05922	0.15752	0.5275	-0.09311	0.27222	0.08701	0.18714	0.20228	0.27344	-0.15109	0.21592	0.17195	0.26956	0.0718	0.11238	0.0482	0.0697	0.11591	0.20767	-0.02717	0.24789	-0.00327	0.29406	0.66398	0.37887	0.69354	0.53998	0.02275	0.4496	0.22525	0.11262	-0.10313	0.45413	0.08174	0.09978	0.03661	-0.05623	0.1456	0.04713	0.4002	0.27498	0.06223	0.14323	0.30623	0.13707	0.34684	-0.04204	0.42807	0.21108	0.25906	-0.45919	-0.06785	-0.36675	0.19865	-0.06724	0.0248	-0.43331	0.06526	-0.1168	0.07598	-0.15029	-0.68315
YGR183C	0.34912	0.32035	0.32451	0.76194	0.86101	1.07588	0.48472	0.9471	1.20889	1.25922	0.85289	0.44895	-0.40339	0.67726	0.3476	0.77894	0.61992	0.95819	0.69035	0.42807	-0.36783	-0.65729	0.98902	0.62581	-0.22998	1.05221	-0.62756	0.1433	0.44215	-0.01801	0.70064	0.1985	0.34958	0.81409	1.13766	-0.01397	0.08021	0.28702	0.78257	0.51451	0.56057	0.24603	0.27033	0.06513	0.51551	0.66002	0.85516	0.60088	-0.08568	0.75659	0.60378	0.30042	0.52967	0.94349	-0.09873	0.17593	0.10034	0.95369	0.81153	0.51013	1.12061	0.90407	1.0882	0.02006	0.57055	0.39138	0.14658	0.76393	-0.16533	0.91576	0.26346	0.01584	0.15556	0.20065	-0.20325	0.21922	1.04777	0.97459	0.81331	0.24722	0.51063	0.55544	0.76166	1.02261	1.01507	0.90733	1.20271	0.61823	0.47351	0.37217	0.89799	-0.1047	0.63433	0.83746	0.33477	0.90572	0.00774	0.10149	1.12312	0.47568	1.39334	0.60474	0.30785	0.67242	0.63492	0.61607	0.71441	0.71804	0.00624	-0.01323	0.92231
YLL034C	-0.15808	0.10388	0.24445	-0.48317	-0.08672	-0.35501	0.05855	-0.50925	0.13476	-0.3926	-0.31238	0.02898	0.41893	-0.39354	-0.18451	-0.27352	-0.13305	-0.08183	-0.20973	-0.34991	-0.0587	0.26666	-0.10252	-0.0045	0.08532	-0.31446	0.10958	0.13581	-0.69756	-0.01652	-0.14491	0.05982	-0.30693	0.08717	0.11315	-0.04745	0.16929	0.07319	-0.10165	-0.60693	-0.00849	-0.21985	0.13589	-0.03057	-0.29636	0.23653	0.05908	-0.04146	0.12784	-0.43438	-0.71591	0.38179	-0.42892	-0.29114	0.05144	-0.0341	-0.13378	-0.39457	-0.9951	-0.05647	-0.24758	0.16174	-0.27209	0.12242	-0.1564	-0.1749	0.02538	-0.21045	0.02166	0.07159	0.07369	0.16991	0.10413	0.17424	0.45324	0.25552	-0.55431	0.04119	-0.05687	-0.26626	-0.11688	0.12748	0.01007	-0.31324	0.17974	-0.33633	-0.27509	-0.12632	0.2419	0.04888	-0.09609	0.1109	-0.01451	-0.31701	-0.12241	-0.32406	0.46627	0.13901	0.05679	-0.56246	-0.32114	-0.6573	-0.17933	-0.27129	-0.74638	-0.72092	-0.1662	-0.12811	0.10048	-0.02506	-0.75487
YDR523C	-0.08429	-0.07018	0.0438	0.40542	0.2766	-0.05059	0.07539	-0.23777	0.0586	-0.11932	0.09264	-0.30532	0.29697	-0.30747	0.1517	-0.74292	-0.05765	-0.03717	-0.36535	-0.02057	0.00303	0.72169	-0.06516	-0.09251	0.06336	-0.39117	0.16055	-0.11239	-0.29956	0.04396	0.15975	-0.10035	-0.02808	0.14117	-0.10902	0.12669	0.35361	0.17077	-0.04198	0.04359	-0.2889	-0.29967	0.06769	-0.04251	-0.25118	0.12382	-0.04018	0.0961	-1.8512	-0.4898	-0.18076	-0.33429	-0.35752	-0.23776	-0.19726	0.04763	0.00391	-0.13625	0	0	-0.16181	0.08078	-0.27602	0.01634	-0.0723	0.32179	0.08468	-0.17948	-0.31018	-0.04225	-0.40211	0.28492	-0.11053	0.03085	-0.19499	0.33461	-0.64957	-0.05543	-0.06367	-0.59134	-0.04835	-0.0916	-0.02176	0.28823	0.04924	-0.42639	-0.02186	0.22104	0.1143	0.04129	0.102	-0.07805	-0.12293	-0.07311	0.14584	0.11015	0.14787	-0.25142	0.04398	0.05339	-0.12635	-0.13977	-0.0497	-0.33647	-0.20673	-0.31463	-0.00945	-0.46947	-0.23174	-0.11951	-0.55231
YOL014W	0.39966	1.66638	0.01347	0.63579	1.41453	0.04443	2.45883	0.48077	0.94173	0.46309	0.03876	1.8999	3.10004	-0.27644	-0.18718	2.48138	1.62121	1.7056	0.5474	-0.22658	0.40544	0.75647	0.1425	1.85753	2.40949	1.06219	0.74165	0.16226	-0.54262	0.15886	1.62176	-0.26333	1.57507	0.52141	0.65829	0.62209	0.77146	-0.09357	0.30069	0.26551	1.09255	2.32877	0.49954	1.09642	0.79512	0.30698	-0.14537	0.6453	-0.04639	0.14961	0.68407	0.52431	0.41426	0.42858	0.25987	-0.06447	0.65831	1.20613	0.10509	0.30354	1.35686	0.68719	1.23003	0.12031	0.14879	0.78776	1.63408	0.94997	1.72459	-0.21327	0.02532	1.88092	0.64561	1.83854	0.382	2.76437	0.01091	2.07471	0.33614	-0.00807	0.02161	2.4952	1.12363	-0.19767	1.72608	1.21596	0.03487	0.78035	0.38606	1.91529	-0.13126	0.06418	1.91324	0.36889	0.28128	-0.05417	2.0556	1.35223	1.84108	1.29792	0.59721	1.33149	0.35525	1.49857	0.00768	0.15291	-0.26083	0.04452	1.6174	-0.02059	0.59492
YLR174W	-0.16528	0.00453	0.05984	0.80342	0.22298	0.49715	0.108	0.53106	-0.40285	0.37067	0.24191	0.10587	-0.2981	0.18036	0.62927	-0.02223	-0.01134	-0.05175	0.8778	0.33118	0.11268	0.16205	0.19184	-0.05215	-0.06815	0.48205	0.06925	-0.11221	0.91156	0.04081	-0.05769	0.06727	0.16796	0.24858	0.36937	-0.1936	0.16272	0.03311	-0.11156	0.51751	0.00266	0.17202	-0.16863	0.24046	0.11775	-0.19878	-0.12855	0.03223	-0.05863	0.35665	0.06473	-0.04349	0.36141	0.38059	0.01175	0.20953	0.20874	0.42909	0	0	0.15405	-0.20486	0.48124	-0.03007	0.05162	0.03348	-0.0174	0.33559	-0.05975	0.01566	0.25285	-0.06481	0.12027	-0.12845	0.65421	-0.1429	-0.01627	-0.05335	-0.07824	0.00964	-0.02931	0.07747	0.19812	-0.02282	0.13977	0.03773	0.75503	-0.20862	-0.25622	-0.12899	0.26595	0.12399	0.00309	0.15091	0.12576	0.07132	-0.04866	0.38465	0.19507	0.46819	0.46505	0.22357	-0.06033	0.0819	0.19212	0.50941	0.11611	0.77028	-0.24878	0.10403	0.1494
YJL153C	-1.2569	1.2424	0.06323	0.48369	0.2353	1.69721	-0.11718	1.70198	-0.60193	0.81339	-1.8144	1.13007	-0.91708	1.66604	-0.08625	0.78135	-0.67115	-0.63469	-0.5143	-1.48636	-0.2631	-2.32286	-2.44313	-0.26329	1.01048	-0.34359	-1.37898	-1.56533	1.6483	-0.89697	-0.34493	0.59549	1.5245	0.98214	0.82115	0.78446	-0.10321	0.07928	-0.55651	0.65937	-0.79497	-0.71013	0.09617	-0.89423	0.00117	-4.89497	-0.06224	-0.25858	-0.85546	-2.59077	-0.14499	-1.61059	1.8526	0.74125	-4.22646	-0.05797	-0.36866	1.31318	1.47375	-1.68861	0.79523	-3.37217	-0.06104	-0.54606	0.26152	-1.07235	-0.87651	-4.17137	-1.85505	0.16147	-1.11749	-1.48975	-1.03841	-1.36435	-0.16343	-0.92683	0.03317	-0.76644	0.83267	1.54981	-0.5748	0.42778	0.11454	-0.95473	-0.0902	0.38542	0.33836	-0.92522	-0.03373	-0.97627	-0.34098	-1.6478	0.65276	-1.56444	0.22648	0.63163	-0.71982	-1.38647	0.26059	1.825	1.4532	1.42812	1.13443	1.37615	0.19057	1.22444	1.12528	1.16373	1.29458	-4.15795	2.77252
YGL229C	-0.04414	-0.2171	-0.52919	0.18098	-0.4273	-0.3216	-0.29635	-0.60779	-0.32159	-0.19554	0.27536	-0.53658	-0.21158	-0.22031	-0.00778	-0.8585	-0.40146	-0.64003	-0.19598	0.27735	-0.04251	-0.31684	-0.17681	-0.31443	-0.57538	-0.43541	-0.43917	-0.34125	0.0287	-0.24598	0.0069	-0.40847	0.38258	-0.58068	-0.10073	0.33101	-0.5748	-0.08115	-0.12998	0.10646	-0.10158	-0.00649	-0.59139	-0.66466	-0.16847	-0.21311	-0.39845	-0.51659	0.00344	0.33858	-0.11317	-1.23526	-0.13051	-0.5798	0.28611	-0.4048	0.1784	-0.50312	0.60374	-0.74255	-0.36823	-1.2075	-0.34769	-0.37841	-0.34228	-3e-05	-0.18931	0.00597	0.17736	-0.30532	-0.08557	-0.02379	-0.10365	-0.1848	0.12302	-0.38533	-0.00328	-0.42877	-0.71412	0.20977	0.19091	-0.73669	-0.10217	-0.1747	-0.20531	-0.07047	-0.30892	-0.00193	-0.28232	-0.06662	0.0772	0.20956	-0.21666	0.29148	-0.1838	-0.33114	-0.16043	-0.3756	-0.38301	0.58449	-0.45688	0.34866	-0.41857	0.16466	0.13304	-0.17982	-0.36443	-0.30062	-0.09364	-0.18495	0.1307
YJL063C	0.06385	-0.06111	0.03287	0.43489	0.40537	0.33835	0.68119	0.5282	0.59318	0.7321	0.34456	0.38687	0.2428	-0.09724	0.31322	0.65059	0.54041	0.89095	-0.09847	0.52289	0.17557	-0.06601	0.17801	0.46813	-0.13959	0.76963	0.09115	-0.3796	-0.39332	0.05657	0.35705	0.32887	-0.25952	-0.229	0.05681	0.26395	-0.06347	-0.24005	-0.08557	-0.16206	0.71569	0.9741	0.67555	0.15282	0.97869	0.10968	0.17225	0.14777	0.13322	0.08859	0.16625	-0.11017	0.55461	0.28033	0.20038	0.09802	0.1443	0.96222	-0.14878	0.42831	1.02645	0.045	0.5102	0.30703	0.13253	0.53383	-0.1654	0.06204	-0.14884	0.02385	-0.01898	0.03721	-0.05532	0.56111	-0.62119	0.21924	0.34281	0.46787	0.53197	0.02733	0.86499	0.8007	0.07403	0.66787	0.37494	0.3235	0.5688	0.3777	-0.30558	0.35527	0.37207	0.06692	0.10263	0.24387	0.03793	0.40982	0.08638	-0.07418	0.74882	-0.34743	0.56127	0.97186	-0.09466	0.27557	0.42047	-0.14516	0.97832	0.50716	-0.17283	-0.4039	0.28929
