Gene	X10.1.c	X19.1.c	X10.2.d	X10.3.c	X11.1.a	X11.2.d	X11.3.b	X1.1.d	X12.1.d	X12.2.b	X13.1.a	X13.2.c	X13.3.b	X13.4.a	X13.5.c	X1.3.d	X14.1.b	X14.2.c	X14.3.d	X14.4.a	X14.5.b	X14.6.d	X14.7.c	X1.4.d	X15.2.d	X15.3.b	X15.4.d	X15.5.b	X15.6.c	X1.5.c	X16.1.d	X17.1.a	X17.2.d	X17.4.a	X17.5.b	X18.1.d	X18.2.d	X18.3.d	X18.4.c	X18.6.d	X19.2.c	X19.3.c	X19.4.b	X19.5.b	X20.1.d	X20.2.d	X20.3.c	X20.4.c	X21.1.d	X21.2.d	X21.3.d	X21.4.d	X21.5.c	X22.2.d	X22.3.b	X22.4.d	X22.5.d	X2.2.d	X23.3.d	X23.5.d	X2.3.d	X25.1.d	X2.4.a	X24.1.d	X25.3.d	X25.4.d	X2.5.d	X26.1.d	X26.2.d	X2.6.d	X3.1.d	X3.3.d	X3.4.d	X3.5.d	X4.1.c	X4.3.d	X4.4.d	X5.1.d	X5.2.d	X5.3.d	X5.4.d	X5.5.d	X6.1.d	X6.2.b	X6.3.c	X6.4.d	X6.5.d	X6.6.d	X6.7.d	X7.1.d	X7.2.c	X7.3.d	X7.4.c	X7.5.d	X7.6.c	X7.7.c	X7.8.d	X8.1.a	X8.2.d	X8.3.a	X8.4.c	X8.5.b	X8.6.c	X8.7.b	X9.1.d	X9.2.d	X9.3.d	X9.4.d	X9.5.d	X9.6.d	X9.7.d
YKR075C	-0.14436	-0.02762	-0.21358	-0.76767	0.52791	-1.17727	0.39405	0.16761	0.3198	-0.24358	0.31437	-0.15136	0.78316	-0.6434	0.12383	0.20786	0.26523	-0.22694	-0.046	0.00784	0.10779	0.41945	0.31015	-0.10897	-0.13071	0.11418	0.2829	0.6147	-0.10389	0.41635	-0.75708	-0.16492	0.3681	0.14697	-0.11228	0.08451	0.31955	0.64007	-0.22165	0.25703	0.50645	0.45041	0.04755	-0.32454	-0.49614	-0.10736	-0.19468	-0.12592	0.02723	0.26583	-0.65825	0.09237	-0.43153	-0.02303	0.2281	0.05704	-0.3655	0.57122	-0.13049	0.45162	-0.02391	-0.05932	0.12078	0.08263	-0.27906	-0.36856	-0.30812	-0.05894	0.6511	0.12887	0.09461	0.35089	0.42586	0.04194	0.99518	-0.07281	-0.66202	0.14225	-0.07687	-0.29449	-0.03315	0.51549	-0.23013	0.17581	0.21892	0.79081	-0.11055	0.17666	0.06437	-0.67251	-0.05667	0.80749	-0.07598	0.78955	0.24714	-0.1119	-0.3252	0.30693	-0.61857	-0.55466	0.46133	-0.58523	0.13984	0.15011	1.08156	-0.72742	0.16725	-0.51968	0.02527	0.65185	-0.8136
YLR258W	-1.1493	-0.19385	-0.48963	0.67919	-0.79636	0.45532	-0.54316	0.19938	-1.30046	0.34771	0.46238	-0.40395	-0.94518	0.40053	0.53149	-0.68416	-0.87818	-1.18262	0.42422	0.50623	-0.37635	-2.07323	-0.36389	-0.61629	-0.97705	-0.01617	-1.54053	-0.97506	0.50076	-0.65474	-0.17747	-0.49741	0.5069	-0.64583	0.19981	-0.25197	-1.87819	0.05572	0.05157	0.45555	-0.18207	-0.74776	-1.88417	-0.08129	0.25958	-1.44427	-0.20048	-0.40115	-0.33699	0.09844	-0.42572	-1.00271	0.6724	-0.07554	-0.22938	-0.25839	-0.12438	-0.6154	1.08565	-1.46681	-0.50801	-1.14267	-0.22347	-0.26339	-0.80268	0.09041	0.08751	-0.21595	-1.04737	-0.58068	0.25898	-0.47356	-0.7704	-0.2706	-1.5263	-1.27882	0.34746	-0.72561	-1.34137	0.37978	0.31616	-1.2865	0.17271	-0.15922	-0.15529	0.29905	0.20316	-0.25139	-0.98061	-0.11042	0.21798	0.05922	-0.29895	0.27415	-0.79682	-0.74993	-0.48706	-1.36562	-0.38967	1.07887	-0.20852	0.46975	-0.20192	0.19986	-0.07383	0.90482	-0.09338	0.48648	-0.00703	-0.57003	1.3725
YDR171W	-0.6207	0.18226	-0.02105	0.84092	-0.43011	0.65831	-0.6169	0.51989	-0.78313	0.62826	0.67155	0.16509	-1.0002	0.74819	0.45956	0.05975	-0.35965	-0.05451	0.89155	0.57672	0.10916	-0.318	-0.66506	-0.29493	-0.47085	0.70012	-0.58915	-0.66723	1.11575	-0.56234	-0.2388	0.12325	0.38269	-0.90368	-0.08833	-0.70584	-0.93319	-0.36343	-0.19137	0.84926	-0.11915	-0.35313	-1.15022	0.53134	0.47685	-0.83664	0.22316	0.43159	-0.30356	0.08169	0.13394	0.3673	0.92615	0.75269	-0.05269	-0.1992	0.37686	0.45216	1.0856	-0.31163	-0.21323	0.07424	0.77625	0.0233	-0.12402	0.15034	-0.17802	0.25268	-0.7422	-0.82764	-0.00939	-0.29967	-0.88564	-0.46009	-0.3192	-0.99572	0.3554	-0.42275	-0.07785	0.75923	0.31769	-0.28416	0.04415	0.16447	-0.25205	0.55943	1.15854	0.01282	-0.97781	-0.13135	0.49759	0.05748	0.36067	0.74746	-0.57537	0.29009	-0.72189	-0.33252	-0.19562	0.60811	0.54562	0.41517	-0.10005	-0.06181	0.00571	1.47991	0.27471	0.74941	-0.14589	-0.36945	1.63511
YIL136W	-1.08801	-0.2468	-0.53037	1.74314	-0.59468	1.54651	-0.78007	1.68325	-0.72324	1.44166	0.7228	-0.82526	-1.24743	0.36804	1.78688	-0.40673	-0.98555	0.03032	1.59227	1.85733	-0.37892	-1.07864	-0.1998	-0.9481	-1.35976	1.49422	-1.50664	-0.98878	0.28792	-0.54515	0.30144	-0.15393	-0.40989	-0.99863	1.19293	-1.18423	-1.50548	0.54336	-0.15216	0.77415	0.43534	-0.1464	-1.38501	0.81861	0.50607	-1.17836	0.14115	0.53224	-0.24468	1.18666	1.0671	0.11176	2.09567	1.03848	0.21942	0.24923	0.11872	0.74811	0.46712	-0.38163	-0.2566	-0.5198	1.89796	0.02251	-0.5191	0.6363	-0.28119	0.10142	-1.39755	-0.01181	1.07024	-0.40262	-1.12434	-0.11413	-1.401	-1.50641	1.49268	-0.278	-0.40521	1.02928	1.01556	-0.93976	0.68448	0.65563	-0.37109	1.33718	2.31132	-0.06114	-0.90274	0.61782	1.07519	0.4531	0.95475	0.9228	-0.71646	0.59801	-0.66289	-0.79714	-0.4241	0.60899	1.4398	0.64059	0.25118	0.20435	-0.35383	0.53785	1.04526	1.19701	-0.4345	-0.48655	0.91784
YKR056W	-0.04094	-0.10641	0.06422	0.153	0.00041	0.04906	0.00918	-0.15834	0.27052	-0.18427	0.14804	0.05643	-0.19072	-0.52264	0.15416	0.13183	0.03058	0.34633	-0.05638	-0.24914	-0.1431	0.12705	-0.21015	0.04547	-0.22729	-0.20488	-0.11679	-0.20267	-0.53428	0.06652	-0.01143	-0.23331	-0.89714	0.27365	-0.26108	-0.27185	-0.07867	-0.46088	-0.20519	-0.57627	0.03555	-0.17966	0.24396	0.07319	-0.14107	0.43812	0.06629	0.00333	0.15124	-0.55533	0.00058	-0.29763	-0.57379	-0.48636	-0.09032	-0.09398	-0.19327	-0.18428	-1.57523	-0.10465	0.09401	0.01705	0.36171	-0.06174	0.17241	0.04631	-0.15311	-0.34226	0.06383	-0.15112	-0.39397	0.03933	0.11403	0.13986	0.44176	0.31146	-0.44164	0.09899	0.18329	-0.26089	-0.00279	0.14256	-0.14029	-0.09202	0.2773	-0.00912	-0.10341	-0.14054	-0.09615	0.2132	-0.3364	-0.14619	0.01304	-0.18305	0.0769	-0.17971	0.06196	-0.61238	-0.01886	-0.68648	-0.27729	-0.47071	0.17055	-0.01486	-0.29193	-1.0445	-0.3139	-0.1999	0.0289	-0.2799	-0.94253
YAL062W	0.733	0	0.26261	0.47006	0.60311	1.23484	-0.06128	0.63992	0.69287	0.89323	0.67168	1.01039	0.48827	1.29889	0.49765	1.21644	0.99741	0.03275	1.21194	0.60171	0.10345	0.85145	1.1485	1.24793	1.09158	0.22992	0.04542	0.77433	0.54361	0.23007	0.25982	0.88943	1.02113	0.44516	0.18577	0.56624	0.77498	1.26251	0.79179	1.26872	0.0704	-0.26763	0	0.18331	0	0	0.84469	0.3205	0.37188	0.20789	-0.05119	0.7963	0.39814	0.50727	0.25131	0.38038	0.59799	0.80751	0.15059	0.53917	0.89309	1.11342	0.82597	-0.35652	0.63516	0.41303	0.11852	0.86451	0.38037	0.10958	0.24555	-0.36518	0.83287	-0.27604	0.86639	-0.01448	0.55435	-7e-04	-0.1431	0.77738	-0.02276	0.99567	0.73841	0.04108	0.68931	0.81118	0.03408	-0.00112	0.13075	0.17295	0.1049	-0.05174	0.57593	0.70584	0.18725	0.07465	0.61935	1.80584	0.52774	0.59195	0.91328	0.27361	0.94432	0.75504	0.11546	0.23015	0.64492	0.91245	1.00649	1.82328	0.6184
YCR021C	-0.34517	-0.31409	0.09422	-1.01379	-0.51231	-0.49504	-0.47964	-0.75192	-0.01076	-0.56436	0.20243	-0.496	-0.12053	-0.59091	-0.36239	-0.49084	-0.52276	-0.17688	0.1395	-0.53961	-0.17893	-0.1296	-0.32514	-0.55584	-0.44776	-0.64546	-0.00438	-0.11806	2.96425	-0.3191	-0.2916	-0.29694	-0.20692	-0.6069	-0.30049	-0.26057	-0.43482	-0.36631	-0.52701	1.73066	-0.07323	-0.3278	-0.10868	-0.48804	-0.22308	-0.29783	-0.13957	-0.18704	-0.02049	-0.57316	0.02872	2.09793	-0.03641	-0.22686	-0.30511	-0.11718	0.06352	-0.00092	0.40842	-0.17315	-0.58368	0.96257	-1.05845	-0.5519	-0.47753	-0.38095	-0.19843	0.13442	-0.39846	-0.43963	0.08332	-0.64086	-0.25443	-0.50082	-0.08322	-0.37099	0.0471	-0.61274	-0.57405	-0.28855	-0.37725	-0.78662	-0.6032	-0.59865	-0.69364	-0.67496	-0.49843	-0.45584	-0.30044	-0.41938	-0.77054	0.25787	-0.10714	-0.52587	-0.23583	-0.26857	-0.58761	0.62333	-0.46137	0.66605	-0.65238	-0.47227	-0.52208	0.37539	1.05957	-0.82356	-0.38224	-0.2967	-0.38489	1.58641	0.10484
YDL110C	0.35102	0.2212	-0.12236	1.21553	0.00059	0.78747	0.20669	1.25106	-0.18464	0.65058	0.65861	-0.13596	-0.83746	0.60066	0.85314	0.0631	0.24786	-0.01989	0.98598	0.9798	0.11536	-0.65892	0.23174	-0.06479	-0.45477	1.36396	0.06727	-0.02137	0.70182	0.07643	0.0446	0.1971	0.20428	-0.11275	0.77324	0.06884	-0.17072	0.57353	0.51843	0.59355	0.58324	0.35603	0.1564	0.39252	0.63533	-0.6198	0.43808	0.67177	-0.3285	0.5151	0.54364	-0.13519	0.96938	0.78297	0.19814	-0.05907	0.16699	0.77985	1.40858	-0.24338	0.41832	0.14266	0.94488	0.49824	0.15643	0.10801	0.28792	0.51539	-0.74689	0.5101	0.56048	0.05858	0.24836	0.04798	0.45755	-0.25955	0.59368	0.30326	0.48201	0.68327	0.39394	0.40091	0.9909	0.5827	-0.10507	0.73035	1.3654	0.02572	-0.00544	0.13431	0.94479	0.57336	0.16753	0.61079	0.40645	0.44729	0.13694	-0.0091	0.19962	0.45543	1.15108	1.14707	0.74553	0.69651	0.09688	0.76331	0.59749	1.3272	-0.25253	0.95494	1.4814
YGR043C	-0.96266	0.22105	0.55965	2.25869	-0.75964	2.38066	-1.134	1.73287	-0.86603	0.56109	2.16608	-0.85181	-1.04926	-0.42188	1.98592	-1.15383	-0.75899	0.11307	2.22748	2.11134	-0.14959	-1.2868	0.0032	-0.81836	-0.83959	2.08615	-0.85479	-0.3096	1.31897	-0.63036	0.13506	-0.56995	-0.48896	-0.27046	0.1825	-0.73251	-1.13028	-0.19749	-0.58029	0.60589	0.36463	-0.62519	-0.23063	1.50735	1.06648	-0.43031	-0.03513	1.02078	-0.64812	1.22977	0.46714	1.10169	2.40106	1.36205	0.96589	-0.43546	0.18587	0.69555	0.94034	0	-0.7956	-0.44008	2.01189	-0.16559	-0.54093	0.05017	-0.01999	0.40489	-1.16926	-0.40537	0.49447	-0.67746	-0.86739	-0.66603	-0.93895	-0.78892	2.05332	-0.65584	-0.1807	1.14527	0.99225	-1.07371	0.41021	0.67756	-0.87287	1.45986	2.96723	-0.45578	-0.32085	0.99757	1.17619	1.4016	0.92677	2.2262	-0.75481	-0.12169	-0.94509	-0.44478	-0.70662	-0.55072	1.72934	0.31275	0.35012	0.34448	-0.203	-0.42759	1.50372	1.73079	-0.17004	0.5396	-0.07169
YGR142W	0.3755	-0.15331	-0.2616	0.37925	0.36546	-0.32635	0.29796	-0.42348	0.51388	0.02156	0.01518	0.47479	0.70501	0.05031	-0.02345	0.24915	0.37028	0.4798	0.36181	-0.18337	0.15586	0.82201	-0.15437	0.37315	0.33635	-0.03176	0.69811	0.20979	0.29286	0.0471	0.0234	0.14932	-0.37904	0.06705	-0.3072	0.72873	0.36026	-0.11857	-0.13241	1.07361	0.21513	0.1952	0.65413	0.00406	0.15245	0.47071	-0.02436	0.28425	0.37172	-0.72723	-0.15037	-0.41982	0.16782	0.303	-0.02672	-0.0032	0.22592	0.27238	2.69491	0	0.41989	0.3831	-0.06505	0.57339	0.65421	0.06438	-0.0626	0.49132	0.66848	-0.05638	-0.52118	-0.15909	0.41767	0.113	0.3828	0.49333	-0.38854	0.89045	0.44084	-0.02899	-0.02192	1.08336	-0.28441	0.10498	0.64508	-0.0289	-0.04311	0.28405	0.34253	-0.02875	-0.0166	0.03834	-0.04711	-0.19573	0.64956	0.7414	-0.04694	0.18459	0.42953	-0.09148	0.34621	0.29789	-0.03664	-0.08134	0.32967	0.43256	0.16878	-0.28709	0.00902	0.20799	-0.02622
YHR018C	0.60577	-0.05943	-0.95902	-0.66287	-0.5472	-0.83404	-0.01546	-0.38012	-0.21863	1.17995	0.17314	-0.38965	-0.22489	1.21228	-0.58102	0.5052	1.77736	-0.29192	1.42713	1.14941	-0.82971	1.2525	1.53346	-0.0815	-0.31997	-0.52717	-0.73639	-1.00536	2.48362	-0.59777	-0.48124	0.13488	2.26826	-0.76427	-0.5323	0.25968	-0.78358	0.52068	-0.54506	2.02326	0.04951	0.09707	-0.03504	-1.19384	-0.72006	1.49161	-0.67643	-0.60616	-0.08851	2.12003	-0.22819	-0.18891	1.58798	1.46753	1.71282	-0.61449	0.28124	-0.18903	2.60563	1.77051	0.15484	0.4529	0.28292	-1.10805	0.90295	0.03636	-1.18714	2.2928	1.48234	-0.79532	-0.63228	-0.8722	-0.32614	-0.36508	0.27726	-0.61159	0.62866	-0.35593	-0.56263	0.57343	-0.89468	-0.1306	-0.71811	-0.65705	-0.66134	0.55043	-0.46449	-0.25122	-0.71047	-0.86777	-1.12989	-0.44	-0.50531	1.20582	-0.63859	-0.17239	-1.22264	0.85441	-0.19594	2.17178	0.14906	-0.04774	-0.46363	-0.39628	-0.2769	2.2589	0.33716	-0.07207	-0.30995	1.38042	0.39389
YJL088W	-0.67357	-0.81566	-1.32962	-2.97354	-1.32619	-1.5671	-1.57622	-1.71089	-0.60637	1.9448	0.43378	-2.34397	-1.82868	1.23366	-1.96334	-0.42259	-0.11196	-1.72573	0.45473	-0.08916	-1.42752	-0.30209	-0.51406	-2.19093	0.06659	-2.21838	-5e-05	-1.80126	1.07154	-1.97422	-1.57161	-0.07671	2.27145	-1.45865	-1.32931	-0.35101	-0.48976	-0.4565	-1.3458	2.33647	-1.9276	-0.71018	-1.17597	-2.2095	-1.75838	-0.14196	-2.06406	-1.61638	-0.72216	1.8692	-0.87721	-0.36312	1.45487	0.26049	1.00009	-2.31895	-0.11756	-2.00599	3.36998	1.05188	-1.68138	1.07173	-2.10319	-3.81278	-0.15752	-0.94758	-2.80627	1.22232	0.40861	-2.57478	-2.33104	-1.95486	0.36522	-2.89565	0.56142	-2.10777	-0.81852	-2.01552	-2.52669	1.22662	-1.95205	-0.696	-2.30624	-2.67448	-2.24052	-0.38816	-1.77663	-1.53497	-2.46343	-3.70433	-1.60313	-0.93374	-1.54377	0.8362	-1.50816	-1.29669	-2.96181	-0.45602	-2.39497	3.12138	-1.00951	-0.44466	-1.02574	-0.44891	-0.97242	2.57363	-1.44587	-3.60209	0.16995	0.25016	0.27371
